Score,Review
5,삼성기기와 연동되서 좋네요 공기청정기 굿 원격 조정 좋아요!
3,삼성도 벽에 박는 전등 스위치 하나 만들면 좋겟는데.... sk처럼 스마트폰으로 켜고 끄고 하는.
4,"기능이나 디스플레이는 좋으나, 구동이 느린 것이 큰 단점."
2,왜 폰화면을 tv로 보려고하면 앱이 다시켜지기만하고 연결이 안될까요
4,버블샷애드워시 인데 스마트컨트롤을 누르라하고 눌럿는데 핸드폰에서 그다음으로안넘어가요 어떻게인식시켜야되나요?
5,무풍갤러리연결해제되시는분들은 새기기연결로다시 해보세용 저는그렇게한이후로잘됩니다
3,외출시 밖에서는 에어컨컨트롤시안되나요? 그리고 타사제품은 적용안되나요
1,기기연결이나 잘되게만들어라 전에는 lcd화면있는 냉장고 연결잘되서 사용했는대 연결조차안되서 비싼냉장고 똥냉장고됐 다 계속 연결오류뜨고 개판이네
4,기능은 모두다 정말 좋지만 전자제품 한대당 2대이상의 기기에서도 연결되면 좋겠네요
4,사진이나 게시물 올릴때 유용하네요. 추후에 다른기능좀 추가됬으면 좋겠네요~
2,번번히 앱이 실행이 안되고 너트워크 오류고 몇번째 다시 설치 하는 건지
1,제주도에 에어컨 켜진 후 접속불가로 못끄고있습니다. 전기세 어떡합니까
5,원격으로 온오프 및 조절이 가능하여 매우 유용합니다.
4,아직 까지는 쓸만해요.딜레이 현상이 가끔 생기는 점은 고쳐지길 바랍니다.
1,건조기는 등록 조차도 안되네요 등록하다가 39%에서 계속 오류나서 써보지도 못하고 답답하네요
1,대체 대역폭 5ghz 언제지원하는겁니까 ㅡㅡ 글남겨서 개선한다고한게 1년이 넘었어요
5,블루투스를 항상 이용하는입장에서 아주 유용하게 사용하고있습니당
1,삭제가 안되요 삭제 버튼이 앖어요 인터넷 와이파이는 5기가인데 2.45기가에 연결하레요 5년전에 산 40만원짜리 보일러도 두 주파수를 모두 지원하는데
1,앱만드는 기술은 샤오미 보다 못하다. 에어컨 전원만 켤 수 있고 계속 로딩 화면 뜬다.
5,삼성에어컨 연결해서 쓰고 있는게 엄청 편함 집에가기 전에 미리 켜 놓고 쾌적한 환경에서^^
3,my wind에 공기청정 옵션을 설정해놔도 종종 공기청정 옵션없이 가동되는경우가 있습니다
1,전화기 s10 바꾸고 연결이 계속안됨 s5쓸때도 연결 잘되었는데 에어컨 세탁기 공기청정기 다 연결이 안되네요
5,배터리 상태도 알수 있고 고급 설정들까지 가능하니 매우만족하네요!
5,자주 쓰기엔 UI가 편하진 않네요 동기화는 좋습니다.
4,티비 때문에 이용하고있습니다 어떤 채널을 보고있는지도 확인되면 좋겠습니다 채널번호라던가 화면캡쳐라던가
4,문자 복사기능과 통화연결음과 종료음이나 진동이 있었음 좋겠네요
4,간편하게 블루투스 연결된 장치들을 볼수있어 편리합니다~
2,갑자기 에어컨 기능 실행안되네요 디바이스 삭제했다가 새로등록하려고하니 그마저도 안됩니다 해결방법있나요
1,폰 업데이트 되고서는 인터넷이 않된다.노트9 8개월도 사용 못한건데...어쩌란 말이냐?
4,좋은 다만 좀더 상세히 공기청정기 먼지상태나 바람방향 등등 조절 가능하면 좋을듯
1,잘되다 또안됨 등록되어있는 에어컨이 왜안뜸 결국 리모컨으로 켜야되는 불편함이있음
1,연결이 너무안되요
5,이렇게 만들어 놓으니 삼성꺼만 살수밖에없네요 ㅋㅋ
5,티비 사용할때 유용한 기능들 아주 잘 사용하고 있습니다. 절대 없어지면 안돼요~
5,"위치 추적하는 Tracker를 조회하는데, 정말 유용하게 사용하고 있어요"
5,영업장에서 사용하고 있는데 편리한 콘트롤과 실내환경을 체크할 수 있어서 좋아요.
5,외부에서도 공청기 상태확인 및 컨트롤이 가능하네요
5,좋아요 근데 생각보다 연결 할만한게 별로 없어서 아쉽네요 ㅎㅎㅎ 삼성 물건 많이 사야 되려나
1,업데이트이후에 등록한 신규기기들이 오프라인으로 뜹니다 8월업데이트까지 기다리라는데 담당자님은 팔리좀해결해주세요
1,에어컨 전력량 모니터링이 안되요 지금켰을때껏만 나오고 지난사용량 은 모니터링이 안됩니다 개서해주세요
5,실시간으로 전기료를 확인 할수 있는게 정말 좋음 급하게 나갔을 때 상태확인하고 off할수 있어서 좋음
1,어지간해서는 안쓰러오는데 개느리고 주기적으로 로그아웃되서 다시 설정하게하는 짜증나는 어플
1,업데이트 할때마다 짜증나네요 첨에 잘 쓰고있었는데 업데이트 될때 마다 쓰던 기능도 사라지고 뭘 위한 업데이트인지
2,이전 버전일땐 LGTV도 연결이 잘 되어 좋았는데 업데이트 후 lgtv는 검색도 안되는게 안타깝네요
4,구글홈 연동계획은없나요? 구글홈에 공기청정기 꺼주라해도 알아듣긴하는데 꺼지질않습니다
4,잡음이나 탁탁소리 강조말고는 주변소리도 잘들리고 좋네요
5,로봇청소기 연결해 사용하는데 편리하네요. 가전 다 삼성으로 바꾸고 싶을정도..
2,TV랑연결할려고하면 연결할수가없다고하는데 어떻게해야되죠?
5,리모컨 가지러 가기.귀찮거나 멀리있을때 사용하는데 편하네요 ㅎ
3,오류뜨는거 아니면 별 5개 간간히 오류가 많이 뜨네요.
4,처음엔 통화시 목소리가 퍼져 들렸는데 업데이트 후 많이 개선 되었음
1,공기청정기 등록하는데 39퍼에서 멈춤 고객센터는 이유를 모름 골때려요 샤오미 공청은 한번에 되던데 메이드인차이나 보다 어찌 삼성이 더 구림 와이파이 기능 빼고 차라리 가격을 낮추시는게 나을지경 이네요 있으나마나 휴대폰 용량 차지합니다ㅠㅠ
5,"주변기기에대한 빠른 연결,관리에 아주 용이합니다."
5,잘 쓰고 있어요 ㅎㅎㅎ 에어컨 청정모드도 음성으로 됐으면좋겠어요
5,이건 진짜 스마트폰 나오기 전인 삼성링크 때 부터 썼는데 최고임 DLNA최고~~
1,디바이스 추가하려고만하면 와이파이 끊기고 멈추네요 건조기 세탁기 다그럼 숨넘어가기 일보직전임 ㅡㅡ
1,최악입니다. TV 미러링 자주 이용하는데 업데이트 하면 안됩니다
1,제품 등록하려하니 계속 삼성계정에 로그인 안 됨 이라고 에러나요. 로그인 되어있는데도
1,예전 스마트홈보다 못하게 만들고선 강제로스마트팅쓰라고 강요했으면 앱이나 제대로 만들든가 재용이가 사람이 좋은가보다
3,에어컨 AP연결시 무풍이아니라 예약버튼 눌러야 AP가뜨네요... 이것땜에 1시간헤맴
1,한번사용이후 어플은 물론 리모콘까지 사용이 안되내요 이런버그투성인어플 편리한게 아니라 스트레스만 받네요
4,인터페이스가 간단하지않고 들어가고 둘어가는 메뉴가 불편해요
5,오디오 출력 전환할때 편리해서 계속 사용하고 있어요
2,언어를 중국어에서 한국어로 바꿨는데도 설명서에는 그대로 중국어가 나오네요 ㅜㅠ
5,자동 설정부분이 제 귀에 최적화 된 소리를 잡아줍니다.
3,주변소리듣기 한번설정하면 계속됬으면 좋겠... 그것만 빼면 최고요
3,가끔 연결이 끊어지기는 하지만 괜찮아요.
5,언제 어디서든 자유자재로 컨트롤이 가능하고 전기 사용량도 알 수 있고 아주 유용합니다.
1,언제정상작동되나요? 삭제후재연결하고 다시정상작동되길래 에어컨켜두고 나왓는데 또다시안되네요
1,건조기 등록했는데 스마트컨트롤 기능을 기기에서 활성화하라고 하네요 어떻게 하는건가요?
1,삼성 계정 로그인 화면이 수시로 떠서 엄청 불편
3,이거 리뷰 답변하시는분은 매크로 답만 달지 말고 좀 제대로 개선할 방법을 찾아보세요. [2in1 에어컨 문제] . 2in1 추가 시 홈화면엔 스탠드형 에어컨만 보임 . 에어컨 등록된 방 들어가서 보면 정상적으로 확인됨 (서비스센터에서도 이를 인지하고 있음) [결론] . 2in1 에어컨은 벽걸이 에어컨 제어하려면 매번 방 상세화면 들어가야 함 . 2in1 제품 방 분리 및 홈화면에서 제어할 수 있도록 개선 필요
5,최신제품들 연동해서 사용해보면 정말 좋습니다. 다들 안써서 모르는것뿐
4,주변소리 듣기 항상 켜짐으로 할수 있는 기능 추가 해주세요
1,오디오출력이 없어졌어요. 블루투스 연결시 유용했는데
5,잘작동합니다 100m이내 움직임은 딱 맞진 않지만 매우 만족합니다
1,"kt 기가웨이브2 공유기를 쓰고있는데 에어컨 만 연결되고 냉장고, 스타일러 건조기, 세탁기 전부 호환안된다고 안되네요.."
5,처음에는 조금 불편해 보여서 사용을 하지 앉았지만 조금씩 사용해 보니 편리하네요
4,앱과 제품간에 통신이 잘 실행되고 괜찮아요..^^
5,편리성은 최고 다만 조금 느리다는점이 아쉬운 개선이 필요함
5,좋아요. 편리하고. 회사에서도 모니터링할수있어 넘좋아요.
5,삼성계정으로 로그인 시도하는데 인증되지 않은 이메일 주소라는 데 무슨 경우인가요..?
5,외출시나 다른 공간에서 컨트롤 할 수 있어 너무 편리하고 좋아요.
5,신기하고 편함. 명일 매일 공기청정기 정시에 켜고 끄기가 되니 편함.
5,약간로딩이 있지만 작동은잘되네요 하지만 켜놓고 오래두면 먹통이 잘되는
1,스마트홈에서 넘어왔는데 에어컨 추가메뉴에 스탠드형이 없어서 사용못하고 있습니다
1,"자꾸 에어컨 전력량, 온도도 인식하지 못하고 필터 관리도 안됩니다"
4,노트10 플러스 사용중인데 모바일로 tv 보기 메뉴가 안나오네요. 노트5에서는 나왔었는데
1,장소등록에서 아무리 해봐도 실패하는데 왜그러는걸까요?
4,블루투스 이어폰 연결중에 스피커폰으로 전환 가능해서좋네요
5,등록도 편하고 좋음 더 다양한 가전제품에 활용해주면 좋겠음
1,"연결 오류 잦음, 기능 제한, 사용자 조작 불편"
1,블루투스 로 노래듣는데 노래곡명도 안나오고 음질도 떨어지고 왜이런겁니까 제대로만드세요
5,리모컨 없이 모든 것이 가능해요! 너무 편해요!!
1,그냥 이전 스마트 홈에서도 되게해라. 잘되된걸 모하러 싱만되게 해. 연결도 안되는 걸 쯥
5,밖에서도 집안 온도 및 공기를 확인할수 있어서 넘 좋아요~
1,휴대폰 소프트웨어 업데이트 뜨길래 했더니 사용하지도 않는 이거 하나 업뎃 시키자고 1년간 모아둔 카톡내용 싹 다 날림 심지어 사용하지 않아도 상단바에 계속 노출됨 짜증남
1,갑자기 상단 스크롤이 검은색으로 변했는데 다시 원래대로 안되나요
5,스마트폰 으로 멀리서도 조정이 가능 하여 편하고 좋아요.
1,업데이트후 기기 몇개가 사라졌어요. 안보여요. 정말 짜증나네요
5,공기청정기는 한사람이 등록하면 다른 한명께 등록이 없어짐
2,잘되던게 업데이트하고 티비 리모콘 딜레이가 엄청 심해졌습니다.
5,편리해요 근데좀속도가아쉬워요 온도를1도씩내리려면ㅋㅋ 진짜하루가걸립니다
4,갤럭시사용자인데 잘 됩니다
4,갤럭시 버즈 쓰고있는데 지금은 쏘쏘하게 쓰고있음 가끔씩 끈김이 생기기는 하는데 뭐 그거 빼면
1,대체 왜 5ghz 와이파이로는 작동을 못함??무슨생각으로 제한걸어둔거임?
5,너무편함 리모컨찾다가 폰으로 제어할수있고 기능도 필요한것만있어 스마트함~^^
3,티비 볼륨은 조절이 되는데 채널변경이 안되는데 어찌 해야하나요 핸드폰은 갤럭시 8 플러스입니다
4,집 형상으로 제품을 쉽게 등록 관리할수 있어 좋아요
2,1년도 안된 무풍 에어컨(AF16N7974WFN)이 호환이 안되네요 노트8 사용자입니다.
3,멀쩡히 잘되다가 갑자기 연결실패떠요ㅡㅡ일단 지웠다가 다시 깔아보렵니다
2,블루투스를 자기맘대로 연결시켜서 갑자기 이어폰에 연결되서 이어폰 배터리 나감
5,"터치패드 1,2,3, 회 터치 시 설정을 고정 시키지 말고 선택 할 수 있게 해주세요ㅠㅠ"
1,집 오래 비우면서 에어컨만 껐다 켜면서 공기 관리중이었는데 에어컨 켜진채로 연결 끊김 망했음
5,아직까진 쓰기 편합니다
3,개인의 용도에 따라 인터페이스를 변경 할 수 있게. 사용하지 않는 많은 기능이 무슨 소용.
3,업데이트 되고나서 처음 켜보는데 LG tv도 연동 되서 잘 보고 있었는데 이제는 삼성티비만 연동되는건가요??
3,자동규칙 취침모드설정은어케하나요?전엔됏엇는데 연결끊겨서앱지웟다 다시깔고하니 업뎃이됏는지 설정이안되요
1,구형스마트티비 검색 안되게 해놓을거면 왜 업데이트 하셨는지 모르겠네요 이딴식으로해서 티비 사게만드실건가요? 그냥 아무생각없이 업데이트한거같은데 정말 너무하네요 그나마 미러링 보던것도 못보게하시구. 사용도 못하는 앱 제거가 답이겠네요
3,차량블루투스 연결시 알림음이나 카톡 메세지음이 나오지 않습니다
1,에너지 사용량 업데이트시 오류가 너무 많음
1,업데이트이후 삼성커넥트 알림존 뜨지도 않고 위치정보도 오류로 나오네요
3,편해서 좋아요~하지만 로딩이 너무길어요~종종인식안될때도있고요~
5,블루투스를 연결하고 해제하는 부분에서 많이 편합니다
2,스마트홈을 쓸 때 보다 기기연결이 너무 자주 끊어지네요
4,그전 삼성 가전 어플보다 편의성 좋음 다만 에어콘 절전모드가 없어요 필요한 기능인데
5,갤탭에서도 되게해주새요
1,왜자동으로깔려있어그래서맨날지우고있어제발좀안깔리개해라이거부정적리뷰다
1,ms6501이랑mu9500티비사용중인데왜이리.추가가안되나요38퍼센트에서.응답이없다고자꾸나옵니다.
3,최초 앱 세팅에 문제 발생 합니다 30% 진행 이후 멈춤
5,아주 스마트한기능입니다~tv와핸폰을 하나처럼쓸수있게해주는기능이네요~긋입니다~^^
1,39프로에서 멈추고 오류현상 왜그런거죠?
5,연결 속도도 빠르고 조작 반응도 즉각적입니다
4,편하지만 뭔가 아쉬운 느낌
1,기본도 안된 개발자가 만든느낌.. 코드보면 개판 오분전일듯
3,배터리 몇 퍼센트 남았는지 확인하는 기능이 있었으면 합니다.
5,집 밖에서도 가전제품을 컨트롤 할수 있어서 편합니다.
5,여러모로 편리하네요 공기청정기 잘 사용 중입니다
5,아직 나이가 어려 버즈 밖에 사용 안하긴 하지만 그래도 편리하네 🤗
2,공기청정기 풍량 버튼 5초 이상 눌러도 ap안 떠요ㅠ 지원되는 모델이예요
5,한번에 모든기기를 관리할수잇고 반응속도도 생각보다 빠릅니다
4,좋아요..폰으로 연동해서보고 밖에서도 관리가되어서요
5,확실히 편하네요 wearable 휴대폰 어플이랑 통일하는게 어떨까요? 탭이랑 폰이랑 같이쓰다보니 어렵네요 ㅎㅎ
5,굳이 안움직이고 시작과 종료 컨트롤 가능해서 편해요
5,신혼집에 에어콘 두대 세탁기 건조기 QLED티비 냉장고 전부 등록해서 엄청 편하게쓰고있어요 전기료는 거의 비슷하게 나와서 오차범위내라 에너지모니터링 기능 너무 잘쓰고있어요. 미리 예약해놓으면 시간대에 자동으로 작동되니 엄청 편해요.
5,편리하네요. 특히 밖에서 에어컨켜놓고 집에들어올때굿이에요
3,무풍도 예약기능해줘요 예약기능이 몇시간후에 꺼지는거밖에없어요
1,전용브라우저를 쓴다는건 문제임
5,연결 가능한 호환 기기 더 늘어나면 좋겠네요!
4,자동실행 규칙추가에 상태가 좋아지면 꺼짐이 있었으면 좋겠습니다
4,가끔 이유없이 연결이 끊기는 것만 아니면 굳
5,요즘 나오는 센서들 제조사 상관없이 폭넓게 호환성을 높여서 많은 사용자들이 생겨나게 해주세요
4,디자인만 조금 손받으면 최고인데 조금 아쉽네요~
3,안방 벽걸이 에어컨 연결해제 문제 해결바랍니다
1,폰 업데이트하고 나면 에러나고 연결도 잘안되고 총체적 문제
1,별점 하나도 아깝네요 WF21N8750TV 스마트컨트롤을켰는데도 안돼서 리뷰에는 자세한 답변이 있을까싶어 확인해봤는데 별다를것없는 똑같은 답변에 실망이네요 사용설명서 컴으로 다운받아서 53p 부가기능선택부에 스마트체크기능표시보고 혹시나해서 누르고 스마트컨트롤버튼 누르니 바로 인식돼네요.. 이방법이 그냥 어쩌다 된걸수있겠지만 같은모델이신분들 혹시나하는 생각으로 해보시길바랍니다 제품은 진화하고 변화하는데 그에대한 기본적 준비는 변화가없다고 느꼇어요
2,연결 됐는데 에어컨이 꺼짐으로 표기되네요.
1,홍미노트7 안드로이드 9 에서는 호환되지 않는 앱이라 설치 불가능합니다.
1,스탠드 에어컨이 사라졌네요. 이따구로 관리할바엔 옛날버전쓰는게 나을거 같아요
2,아우 진짜... S8 플러스에서 왤케 삼성에어컨이 인식이 안되나요? 제발 좀 고쳐주세요.. 부탁드립니다
5,원격으로 쾌적한 환경을 만들수 있는 편리한 기능
4,간단한 구성으로 사용하기 편함
4,tv 로 영화를 보는데 중간중간 끊어지는현상빼고 좋음
3,파이 업데이트이후 충돌되어 오류발생됩니다
5,역시 삼성 작동이나 연결하는게 쉽게 되어있어편리합니다
4,LG스마트폰에서 스마트싱스앱을 이용하면 사용 안되는 기능이있나요? 삼성 공기청정기를 구매하려고하는데 삼성폰에서만 콘트롤하는 기능이 제대로 작동한다는 글이 있어서 삼성공기청정기를 구매해야하나 고민중이거든요
2,제품등록하기가 어레워요 그리고로봇청소기 격일청소 같인게 없어요 매일청소만있고
1,대체 업데이트를 어떻게 하길래 잘되던 에어컨이 연결이 안되는겁니까
5,편리하게 버즈를 케어할수있고 관리할수있어서 좋아요!
5,주변기기 관리에 편합니다.
3,빅스비로는 되는데. 구글홈리랑 연동이 안되네요... 링크되었다고 뜨는데도 불구하고
4,연결이 조금만 더 수월 하면 좋겠어요 나머지는 너무 편하고 좋습니다.
5,한국은 허브나 센서가 정식출시를 안해서 그런가 지원 디바이스에 포함이 안된게 아쉽습니다.
2,전혀 쓸데가 없고 오동작만 유발. 존재의의가 없음.
5,써보지도않앗지만 자꾸 평점작성하라고 팝업떠서 쓰게됏어요 좋은하루되세요!
5,삼성 기기들간 호환성 및 사용성이 편리하고 좋아요
5,아이콘이너무예뻐요... 이전대비 작은카드로나오니 한눈에보기도좋아요
1,업데이트후 휴대전화에서 소리나는 기능이 사라졌어요
2,"핸드폰 외엔 삼성 전자제품이 없어서 어플의 쓸모가 낮은 편인데, 자꾸 업데이트 하라고 뜨니 귀찮네요."
5,사용하기 너무 편해요~ 냉장고 공정기청정기 사용하고있어요^^
1,며칠전부터 로그인을 클릭하면 화면이 꺼져버리네요ㅠ
1,설명서대로 해도 에어컨 연결이 안 됩니다.
1,와이파이 되고 전원도 문제 없는데 연결안된다고 뜸 자주 그럼
4,거실. 안방 공기청정기를 폰에서 확인하고 제어하니 편하네요
1,최악입니다 업데이트 되고나서 티비와 연결도 안되고 계속 멈춥니다
5,회사 나와있어도 조절할 수 있어서 엄청 편합니다! 매우 좋고 정말 스마트합니다
5,블루투스 이어폰 연결 해제할때 아주 좋아요.
1,거지같아요. 오류 쩜. 이래서 가전은 엘지한테 안되는듯
5,퇴근길에 미리 에어컨 켜놓고 들어가면 정말 좋아요~
5,아주 편리합니다
4,직관적인게 부족함. 집에들어간것처럼 편안하게 느낄수있으면 좋겠음.
4,어느날부터 갑자기 건조기가 연결안됨으로 뜨는건 왜일까요ㅜㅜ
1,39%에서 계속 에러남... 언제 버그 수정할런지 즉각 조치바람!
1,어제안돼다가 오늘소유자는돼고 구성원은 스탠드 및 벽걸이에어컨 제어가 안돼요
3,기기별 차별화된 서비스 지원과 안정화
5,전자제품을 간편하게 이용할수 있는앱이여서 좋은것 같네요!!!
1,삼성 무풍 스텐드 에어컨 연결안되요 왜그런거예요?
4,에어컨 먼저 틀어놓을때 쓰면 최고에요~!
5,오디오 출력 선택 넘 편함
1,이 앱은 업데이트만 하면 등록시킨 기기들 다시 연결해줘야함. 엘지나 심지어 샤오미도 이렇진 않다
3,"티비가 꺼져있는지 켜져있는지 자주 구분을 못하고, 인식이 느릴때가 있음"
5,사용성이 편리하고 무선으로 할 수 있어서 너무나 좋습니다.
3,스마트 싱스로 전원도 켰으면 좋겠어요 휴대폰으로 컨트롤 하려면 일단 전원을 켜야하네요
1,적당히 못만들어야되는데 이건 좀... 뭔 동작하나하면 20~30초는 기다려야되고
5,완전 편하고 좋아요. 진짜로 빨래가 되는것 보고 깜짝 놀랐다니까요^^
4,이전 어플보다 접속시간도 많이 짧고 반응도 빨라 좋음
5,처음 연결에 대한 메뉴얼이 부족하지만 너무 좋은 기능과 편리함에 매우 만족하고 있습니다
5,편안하네요 미리 집에들어가기전에 에어컨미리틀을수있고ㅎ
5,거실 에어컨 끄러가기 귀찮을 때 유용해요!
2,앱이 먹통되는것만 아니면 좋은데 한번씩 서버에서 먹통인것은 서버를 확장하여 다운 않되게 해주세용!
4,어플은 굿. 다만 기기마다 이용가능여부를 알 수 있으면 면 좋을듯함.
1,앱이 종료가 자주되요 그래서 넘 짜쯩이 나요 더 나은 서비스를 제공했으면 좋겠어요
5,집에 있는 가전들을 연결해서 쓸수 있다니 정말 좋아요
5,됐고 개좋음 불편한 점은 딱히 없는데 개선할 건 알아서들 하시겠지ㅋㅋ
1,업데이트하라고 해서 했더니 오류 때문에 핸드폰을 못쓰겠네요 어쩌라는건지 최악이라 할말도 없습니다
2,설치하니까 리모컨에 메뉴가 없어져서 불편해서 지웠어요.@.@
5,에어콘 때문에 사용중인데 리모콘보다 훨씬 편리하고 좋네요
5,편리한기능이네요 무선으로 잘 사용하고 있습니다
5,아주 편리합니다. 근데 가끔 기기가 인식이 안될때가 있습니다.
1,저도 마찬가지로 업데이트.한이후로 창을 내려도 보이질않네여.. 그기능이없으면 쓸모가 없는거죠....
5,아이들은 아직도 tv가 왜 꺼지는지 몰라요...ㅋㅋㅋ
1,업데이트하고 아예안되는데요? 원래 사용자는 기기당 한개만 등록가능한가요? 에레이
3,센서가 현재 화씨로 표시중인데 섭씨로 변환하는방법을 알려주세용
5,좀더 최적화만 하시면될거같습니다. 아주 편리하고젛아요
1,속도도 느리고 툭하면 앱이 중단되고 뭐 하나 맘에 드는게 없네
1,구글 어시스턴트로 제어 되던거는 왜 막은건지 도대체.. ㅉㅉ
5,벽걸이 에어컨 무풍기능이 어제만해도 있었는데 지금보니 없네요
1,39%에서 계속 에러남 전화해보니 본사측 오류라 함 언제 수정되냐고 하니 모르겠다고 함 그럼 수정되면 알려달라함 그건 안되니 계속 직접해보라고 함
5,매우 유용합니다. 기능추가도 많이 되었네요
4,편리한 앱이기는 한데.. 어쩌다 먹통이 되는 경우가 있음. 안정화 필요
4,더운 여름날~~ 외출할때 반려동물들 더울까봐 기온봐가면 에어컨 설정하니 좋네요
5,퇴근전 세탁기 돌리고 가면 도착해서 바로 건조기 넣을수있어서 시간 단축 짱입니다
5,블루투스 제품 연결 관리를 손쉽게 해주네요
4,tv연결후 핸드폰화면을 tv로 못보나요? (오류아니예요)
1,예전 어플보다 더 불편함 접속 할려면 시간도 오래걸리고~~
5,너무 편하고 특히 에어컨은 미리 냉방을 집에 할 수 있어서 너무 좋아요
1,툭하면 디바이스 정보가 사라지며 다시 등록해야함.
5,한번연결한건 자동연결되서 편하게사용하고있어요
5,핸드폰으로 에어컨 온오프 기능이랑 바람 설정도 가능해서 편하고 좋아요
1,업데이트 된거에서 기존에 연결이 되던 TV가 안되요
5,항목이 나누어저 있는게 너무 편리해요.
1,기가5g쓰는데 호환이 안된다고 합니다. 어찌되는 건가요
5,에어컨을 어디서는 온도조절 온오프할수있어서 너무 편해요
1,광고 너무많이나와요ㅠ 저만 그런건지는 모르겠는데 너무 불편합니다...
4,속도만 좀 더 빠르면 좋겠습니다.
4,신박한 아이템과 인테리어 구경이 재미있습니다
3,등록한 공기청정기가 인식이 됐다가 안됐다가 하네요
1,삼성제품과 연결이되지않아 사용할수가 없음.
5,네트워크오디오도 연결 가능하게 해주세요
5,역시 삼성.엄청 편합니다! 가끔 인식이 안될때는 있지만 ㅜㅜ
5,집밖에서 에어컨 세탁기 머든지 다되요 너무너무 편합니다!
5,진짜 편하고 좋아용
5,광고도 없고 호환성도 너무 좋아서 만족합니다
5,티비랑 연결하는게 편하고 쉬워서 자주 사용해요
5,노트8에서 TV와 연동해서 스마트폰 화면을 TV로 보니 신세계네요.
5,사용은 편리합니다만 동글이 따로들어가는게 불만족입니다
1,에어콘 연결 오류 계속나고 등록도 안됨.
4,좋네요 특히 미러링이 마음에 듭니다.
4,블루투스 이어폰과 핸드폰 스피커 변환 쉽게 해줘서 고맙다냥
5,설정하기도 편하고 잘 됩니다 노트 FE기종이에요 ~~
1,360도 스피커 R1을 쓰는데 왜 wifi 모드는 지원하지않나요?
5,E래서 Sam성 입니다. 요목조목 ....넘 편하게 사용합니다. Sam성 화이팅....애플한테 절대 밀리지 마셈....
3,계속 삼성계정 화면이 수시로 불쑥 떠서 너무 불편해요
5,리모컨 찾기 애매하거나 밖에서 컨트롤하기 좋네요
5,갤럭시 버즈 때문에 처음 사용해봤는데 유용하게 잘쓰고있어요!
1,오류가 많네요 반응속도도 느리고
1,청소기오류등 오류발생시 팝업 제대로 띄워주세요
1,무풍에어컨 사용 중인데요 갤럭시s10+로 바꾸고 설정이 로딩이 계속 되면서 에러 나네요
4,편하고좋음 그런데 오류가 자주발생함
1,계속 삭제했다가 설치했다가 반복하게되네요 자주 연결이 안되요
1,ar06r5170hfq는 등록가능한 디바이스에없네요ㅡㅡ 연결가능하다고 설명은있는데 안되는 이유가뭔가요.
5,편리하고 실용적인앱 꼭 추천하고 싶은 앱입니다
5,전자제품을 편리하게 폰으로 이용가능
2,투인원인데 스탠드는되고 벽걸이는 등록이안되세요
4,리모컨보다 훨씬 편해서 자다가도 자꾸 핸드폰을 찾게 된다는 단점이 있어 별 하나 뺐네요ㅎㅎ
5,좋아요 건조기에서 옷이 구겨지지않게 제시간에 꺼낼수 있네요
5,다른건 다 좋은데 어플 속도가 조금 늦습니다 버벅 거린다고 해야하나요?
4,연결도 잘되고 편하게 사용하고 있습니다^^
3,홈멀티 에어컨의 경우 벽걸이를 다른방에 배치할 수 있게 해 주세요
3,한번에 연결이 안되고 꼭 두번째 드가야 연결되네요
1,스마트싱스 디바이스 추가 안됨 왜 이딴걸 개발 해서 기존 사용하던 스마트홈까지 안되게 하는거야
4,외출 후 집에 오기전 에어건을 손쉽게 켤 수 있아 좋네요~~^^
1,왜 와이파이는 멋대로 켜는거죠? 설정에서 권한도 다뺐는데 켜지네요? 어디까지 들여다 보려는 건가요?
5,집에서 여러 기기들을 작동시킬 수 있어서 너무 편리해요
5,주변기기 한번에 설정하고 관리할수있어서 좋네요 ㅎㅎ
5,개인적으로 편하게 잘 쓰고있습니다. 연결상태도 좋네요
5,넘나리 편함ㅋㅋ 이래서 샘숭샘숭하나봄ㅋㅋ 물논 엘지도 되겟지만 진짜 이제 스마트시대입니다
5,업데이트전에 계속 오류나더니 업데이트되고 너무잘돼네요~~^^
4,2013년 UN60F8000AF 모델의 TV는 지원되나요 ? 지원되면 어떻게 해야 하나요?
5,밖에서도 조절할수 있어서 편리해요!!
1,등록한 에어컨이 계속 사라짐.
5,블루투스이어폰이나 스피커쓸때 편하네요
5,리모컨이 따로 없어도 사용하기 쉬워서 좋아요😄😄
5,기기간의 연결을 지원하는 앱으로서 본연의 역할을 다 하고 있음ㅇ
5,요즘같은날씨에외부에서에어컨작동하니정말좋네요감추~~
4,가전 컨트롤과 음질이 좋아요
4,좋아요 아주ㅎㅎ 좀 반응이 느린거 빼고는..ㅎㅎ
3,반응 속도가 느린거 빼고는 쓸만합니다
1,압데이트 이후에 그런건가? 티비건 공기청정기건 곧죽어도 연결안됨. 속터져죽음진짜. 매일매일 이거때문에 버리는 시간이 이주간 모으면 8간은 될듯. 시간아까워죽음. 속터져죽음.
5,자주 사용하진 않지만 필요할땐 요긴하게 쓰이네요.
5,스피커 전환하는게 정말 편리해요
5,그냥 무난하고 좋음
5,아주 실용적이에요
5,좋아요.버즈 케이스배터리용량도 같이 보였으면..
5,공청기연결해놓으니까 편해용!
5,리모컨을 분실해도 편리합니다!
1,삼성계정 로그인했는데 기기추가 하려는데 계속 삼정계정 로그인 안됨으로 나와요
1,계정연결안됨만 수십분째 엘지폰인데 삼성브라우져 강제함 쓰레기앱
